22.64,50.16,1004.03,1
22.62,50.34,1003.97,2
22.62,50.09,1003.98,3
22.62,50.3,1003.97,4
22.62,50.25,1003.97,5
22.61,50.4,1003.99,6
22.6,50.14,1003.97,7
22.59,50.16,1003.96,8
22.59,50.37,1004.01,9
22.58,50.25,1003.98,10
